Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Status
james-harrison-signed-pittsburgh-white-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/harrison-steelers-white-autographed-stitched-football-jersey-front.jpg?v=1756763224,3,"",,,,,,,,,,,,,,,
james-harrison-signed-pittsburgh-black-football-jersey-jsa,James Harrison Signed Pittsburgh Black Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by James Harrison and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by James Harrison and authenticated by JSA</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"04-25-RSA, FB, inhouse, jersey, New Arrival, Steelers, V",true,Title,Default Title,,,,,,,,RSA-11592,907.1989147615625,shopify,7,deny,manual,130.00,169.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/harrison-steelers-black-autographed-stitched-football-jersey-back_b80bac9e-a0e3-4207-86b6-07bd6253d320.jpg?v=1756763225,1,"",false,,,,,,,,oz,,90.00,false,,,active
james-harrison-signed-pittsburgh-black-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/harrison-steelers-black-autographed-stitched-football-jersey-signature_0975b387-6799-4d09-bb10-90a48f9f7420.jpg?v=1756763225,2,"",,,,,,,,,,,,,,,
james-harrison-signed-pittsburgh-black-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/harrison-steelers-black-autographed-stitched-football-jersey-front_ef53fe8f-16db-4f78-93c0-39983f0bd34b.jpg?v=1756763225,3,"",,,,,,,,,,,,,,,
james-cook-signed-buffalo-red-football-jersey-beckett,James Cook Signed Buffalo Red Football Jersey (Beckett),"<p>This custom stitched football jersey has been personally hand signed by James Cook and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by James Cook and authenticated by Beckett</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from Beckett</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"04-25-RSA, Bills, Current Star, FB, inhouse, jersey, New Arrival, V",true,Title,Default Title,,,,,,,,RSA-11590,907.1989147615625,shopify,72,deny,manual,75.00,99.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/cook-bills-red-autographed-stitched-football-jersey-back.jpg?v=1756763226,1,"",false,,,,,,,,oz,,50.00,false,,,active
james-cook-signed-buffalo-red-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/cook-bills-red-autographed-stitched-football-jersey-signature.jpg?v=1756763226,2,"",,,,,,,,,,,,,,,
james-cook-signed-buffalo-red-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/cook-bills-red-autographed-stitched-football-jersey-front.jpg?v=1756763226,3,"",,,,,,,,,,,,,,,
james-cook-signed-buffalo-blue-football-jersey-beckett,James Cook Signed Buffalo Blue Football Jersey (Beckett),"<p>This custom stitched football jersey has been personally hand signed by James Cook and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by James Cook and authenticated by Beckett</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from Beckett</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"04-25-RSA, Bills, Current Star, FB, inhouse, jersey, New Arrival, V",true,Title,Default Title,,,,,,,,RSA-11591,907.1989147615625,shopify,159,deny,manual,75.00,99.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/cook-bills-blue-autographed-stitched-football-jersey-back.jpg?v=1744671704,1,"",false,,,,,,,,oz,,50.00,false,,,active
james-cook-signed-buffalo-blue-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/cook-bills-blue-autographed-stitched-football-jersey-signature.jpg?v=1744671706,2,"",,,,,,,,,,,,,,,
james-cook-signed-buffalo-blue-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/cook-bills-blue-autographed-stitched-football-jersey-front.jpg?v=1744671707,3,"",,,,,,,,,,,,,,,
darrelle-revis-signed-new-york-white-football-jersey-beckett,Darrelle Revis Signed New York White Football Jersey (Beckett),"<p>This custom stitched football jersey has been personally hand signed by Darrelle Revis and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Darrelle Revis and authenticated by Beckett</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from Beckett</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"04-25-RSA, FB, inhouse, jersey, Jets, MYS_HOF, New Arrival, V",true,Title,Default Title,,,,,,,,RSA-11586,907.1989147615625,shopify,2,deny,manual,133.00,179.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/revis-jets-white-autographed-stitched-football-jersey-back.jpg?v=1756763227,1,"",false,,,,,,,,oz,,95.00,true,,,active
darrelle-revis-signed-new-york-white-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/revis-jets-white-autographed-stitched-football-jersey-signature.jpg?v=1756763227,2,"",,,,,,,,,,,,,,,
darrelle-revis-signed-new-york-white-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/revis-jets-white-autographed-stitched-football-jersey-front.jpg?v=1756763227,3,"",,,,,,,,,,,,,,,
zay-flowers-signed-baltimore-purple-football-jersey-jsa,Zay Flowers Signed Baltimore Purple Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by Zay Flowers and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Zay Flowers and authenticated by JSA</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,Uncategorized,Autographed Football Jerseys,"04-25-RSA, Current Star, FB, inhouse, jersey, New Arrival, Ravens, V",true,Title,Default Title,,,,,,,,RSA-11545,907.1989147615625,shopify,69,deny,manual,80.00,119.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/flowers-ravens-purple-autographed-stitched-football-jersey-back.jpg?v=1756763228,1,"",false,,,,,,,,oz,,55.00,true,,,active
zay-flowers-signed-baltimore-purple-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/flowers-ravens-purple-autographed-stitched-football-jersey-signature.jpg?v=1756763228,2,"",,,,,,,,,,,,,,,
zay-flowers-signed-baltimore-purple-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/flowers-ravens-purple-autographed-stitched-football-jersey-front.jpg?v=1756763228,3,"",,,,,,,,,,,,,,,
zay-flowers-signed-baltimore-black-football-jersey-jsa,Zay Flowers Signed Baltimore Black Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by Zay Flowers and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Zay Flowers and authenticated by JSA</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,Uncategorized,Autographed Football Jerseys,"04-25-RSA, Current Star, FB, inhouse, jersey, New Arrival, Ravens, V",true,Title,Default Title,,,,,,,,RSA-11544,907.1989147615625,shopify,29,deny,manual,80.00,119.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/flowers-ravens-black-autographed-stitched-football-jersey-back.jpg?v=1756763229,1,"",false,,,,,,,,oz,,55.00,true,,,active
zay-flowers-signed-baltimore-black-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/flowers-ravens-black-autographed-stitched-football-jersey-signature.jpg?v=1756763229,2,"",,,,,,,,,,,,,,,
zay-flowers-signed-baltimore-black-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/flowers-ravens-black-autographed-stitched-football-jersey-front.jpg?v=1756763229,3,"",,,,,,,,,,,,,,,
luis-lipps-signed-pittsburgh-black-football-jersey-beckett,Luis Lipps Signed Pittsburgh Black Football Jersey (Beckett),"<p>This custom stitched football jersey has been personally hand signed by Luis Lipps and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p>
<ul>
<li>Hand signed Football jersey autographed by Luis Lipps and authenticated by Beckett</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from Beckett</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"07-03-RSA, FB, inhouse, jersey, New Arrival, Steelers, V",true,Title,Default Title,,,,,,,,RSA-11475,907.1989147615625,shopify,3,deny,manual,42.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/lipps-steelers-black-autographed-stitched-football-jersey-back.jpg?v=1756763242,1,"",false,,,,,,,,oz,,24.00,true,,,active
luis-lipps-signed-pittsburgh-black-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/lipps-steelers-black-autographed-stitched-football-jersey-signature.jpg?v=1756763243,2,"",,,,,,,,,,,,,,,
luis-lipps-signed-pittsburgh-black-football-jersey-beckett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/lipps-steelers-black-autographed-stitched-football-jersey-front.jpg?v=1756763243,3,"",,,,,,,,,,,,,,,
eddie-lacy-signed-green-bay-green-football-jersey-jsa,Eddie Lacy Signed Green Bay Green Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by Eddie Lacy and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Eddie Lacy and authenticated by JSA</li>
<li>Includes a tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"04-25-RSA, FB, inhouse, jersey, New Arrival, Packers, V",true,Title,Default Title,,,,,,,,RSA-11452,907.1989147615625,shopify,11,deny,manual,45.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/lacy-packers-green-autographed-stitched-football-jersey-back.jpg?v=1756763245,1,"",false,,,,,,,,oz,,30.00,true,,,active
eddie-lacy-signed-green-bay-green-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/lacy-packers-green-autographed-stitched-football-jersey-signature.jpg?v=1756763246,2,"",,,,,,,,,,,,,,,
eddie-lacy-signed-green-bay-green-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/lacy-packers-green-autographed-stitched-football-jersey-front.jpg?v=1756763246,3,"",,,,,,,,,,,,,,,
ottis-anderson-signed-new-york-blue-football-jersey-jsa,Ottis Anderson Signed New York Blue Football Jersey (JSA),"<p>This custom stitched football jersey has been personally hand signed by Ottis Anderson and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p>
<ul>
<li>Hand signed Football jersey autographed by Ottis Anderson and authenticated by JSA</li>
<li>Includes a tamper-proof authentication sticker from JSA</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,,Autographed Football Jerseys,"04-25-RSA, FB, Giants, inhouse, jersey, New Arrival, V",true,Title,Default Title,,,,,,,,RSA-11451,907.1989147615625,shopify,2,deny,manual,40.00,59.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/anderson-giants-blue-autographed-stitched-football-jersey-back_4b7bb09c-956a-4221-8096-67f003de6042.jpg?v=1756763246,1,"",false,,,,,,,,oz,,22.00,true,,,active
ottis-anderson-signed-new-york-blue-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/anderson-giants-blue-autographed-stitched-football-jersey-signature_c065f3ed-f2ae-4672-b221-2d398bf816ed.jpg?v=1756763246,2,"",,,,,,,,,,,,,,,
ottis-anderson-signed-new-york-blue-football-jersey-jsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/anderson-giants-blue-autographed-stitched-football-jersey-front_1fdf5cf1-e77a-44d7-a428-3f309656c73d.jpg?v=1756763246,3,"",,,,,,,,,,,,,,,
jonnu-smith-signed-miami-teal-football-jersey-beckett,Jonnu Smith Signed Miami Teal Football Jersey (Beckett),"<p>This custom stitched football jersey has been personally hand signed by Jonnu Smith and authenticated by a top 3rd party authentication company. All autographed sports collectibles are limited! Order now to add this timeless piece of football memorabilia to your collection before it’s gone.</p><ul>
<li>Hand signed Football jersey autographed by Jonnu Smith and authenticated by Beckett</li>
<li>Includes a <em>Witnessed Protection Program</em> tamper-proof authentication sticker from Beckett</li>
<li>90-day Satisfaction Guarantee: if you are not completely satisfied with your piece of memorabilia, return the item in its original condition and receive a full refund</li>
</ul>",RSA,Uncategorized,Autographed Football Jerseys,"03-17-RSA, Current Star, Dolphins, FB, inhouse, jersey, New Arrival, V",true,Title,Default Title,,,,,,,,RSA-11428,907.1989147615625,shopify,50,deny,manual,35.00,49.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0642/7842/9930/files/smith-dolphins-teal-autographed-stitched-football-jersey-back.jpg?v=1756763250,1,"",false,,,,,,,,oz,,35.00,true,,,active
